STATION,NAME,DATE,PRCP,SN32,SN52,SNOW,SNWD,SX32,SX52,TMAX,TMIN,TOBS
USC00102942,"EMMETT 2 E, ID US",1952-05-25,0,,,0,0,,,81,47,62
USC00102942,"EMMETT 2 E, ID US",1952-05-26,0,,,0,0,,,82,45,72
USC00102942,"EMMETT 2 E, ID US",1952-05-27,0,,,0,0,,,86,42,80
USC00102942,"EMMETT 2 E, ID US",1952-05-28,0,,,0,0,,,87,46,77
USC00102942,"EMMETT 2 E, ID US",1952-05-29,0.24,,,0,0,,,77,42,53
USC00102942,"EMMETT 2 E, ID US",1952-05-30,0,,,0,0,,,78,36,72
USC00102942,"EMMETT 2 E, ID US",1952-05-31,0,,,0,0,,,80,44,73
USC00102942,"EMMETT 2 E, ID US",1952-06-01,0,,,0,0,,,82,42,60
USC00102942,"EMMETT 2 E, ID US",1952-06-02,0,,,0,0,,,90,45,65
USC00102942,"EMMETT 2 E, ID US",1952-06-03,0,,,0,0,,,90,46,72
USC00102942,"EMMETT 2 E, ID US",1952-06-04,0,,,0,0,,,92,47,89
USC00102942,"EMMETT 2 E, ID US",1952-06-05,0,,,0,0,,,95,56,82
USC00102942,"EMMETT 2 E, ID US",1952-06-06,0,,,0,0,,,88,56,73
USC00102942,"EMMETT 2 E, ID US",1952-06-07,0,,,0,0,,,85,57,78
USC00102942,"EMMETT 2 E, ID US",1952-06-08,0,,,0,0,,,89,50,78
USC00102942,"EMMETT 2 E, ID US",1952-06-09,0,,,0,0,,,96,50,81
USC00102942,"EMMETT 2 E, ID US",1952-06-10,0.21,,,0,0,,,86,50,69
USC00102942,"EMMETT 2 E, ID US",1952-06-11,0,,,0,0,,,70,49,50
USC00102942,"EMMETT 2 E, ID US",1952-06-12,0.08,,,0,0,,,67,40,64
USC00102942,"EMMETT 2 E, ID US",1952-06-13,0,,,0,0,,,79,39,76
USC00102942,"EMMETT 2 E, ID US",1952-06-14,0,,,0,0,,,78,46,59
USC00102942,"EMMETT 2 E, ID US",1952-06-15,0,,,0,0,,,70,40,58
USC00102942,"EMMETT 2 E, ID US",1952-06-16,0,,,0,0,,,80,38,65
USC00102942,"EMMETT 2 E, ID US",1952-06-17,0,,,0,0,,,88,45,69
USC00102942,"EMMETT 2 E, ID US",1952-06-18,0,,,0,0,,,90,48,75
USC00102942,"EMMETT 2 E, ID US",1952-06-19,0,,,0,0,,,84,49,80
USC00102942,"EMMETT 2 E, ID US",1952-06-20,0.1,,,0,0,,,86,46,60
USC00102942,"EMMETT 2 E, ID US",1952-06-21,0.07,,,0,0,,,71,50,60
USC00102942,"EMMETT 2 E, ID US",1952-06-22,0,,,0,0,,,76,44,59
USC00102942,"EMMETT 2 E, ID US",1952-06-23,0,,,0,0,,,75,45,63
USC00102942,"EMMETT 2 E, ID US",1952-06-24,0.15,,,0,0,,,73,53,57
USC00102942,"EMMETT 2 E, ID US",1952-06-25,0,,,0,0,,,73,50,60
USC00102942,"EMMETT 2 E, ID US",1952-06-26,0,,,0,0,,,81,51,76
USC00102942,"EMMETT 2 E, ID US",1952-06-27,0.23,,,0,0,,,79,51,61
USC00102942,"EMMETT 2 E, ID US",1952-06-28,0.08,,,0,0,,,70,51,67
USC00102942,"EMMETT 2 E, ID US",1952-06-29,0.08,,,0,0,,,70,50,57
USC00102942,"EMMETT 2 E, ID US",1952-06-30,0,,,0,0,,,73,42,59
USC00102942,"EMMETT 2 E, ID US",1952-07-01,0,,,0,0,,,76,41,70
USC00102942,"EMMETT 2 E, ID US",1952-07-02,0,,,0,0,,,80,38,75
USC00102942,"EMMETT 2 E, ID US",1952-07-03,0,,,0,0,,,88,44,80
USC00102942,"EMMETT 2 E, ID US",1952-07-04,0,,,0,0,,,95,49,65
USC00102942,"EMMETT 2 E, ID US",1952-07-05,0,,,0,0,,,84,50,80
USC00102942,"EMMETT 2 E, ID US",1952-07-06,0,,,0,0,,,82,44,70
USC00102942,"EMMETT 2 E, ID US",1952-07-07,0,,,0,0,,,86,48,74
USC00102942,"EMMETT 2 E, ID US",1952-07-08,0,,,0,0,,,94,41,71
USC00102942,"EMMETT 2 E, ID US",1952-07-09,0,,,0,0,,,97,50,80
USC00102942,"EMMETT 2 E, ID US",1952-07-10,0,,,0,0,,,100,,
USC00102942,"EMMETT 2 E, ID US",1952-07-11,0,,,0,0,,,,63,84
USC00102942,"EMMETT 2 E, ID US",1952-07-12,0,,,0,0,,,95,60,81
USC00102942,"EMMETT 2 E, ID US",1952-07-13,0,,,0,0,,,86,53,78
USC00102942,"EMMETT 2 E, ID US",1952-07-14,0,,,0,0,,,86,51,77
USC00102942,"EMMETT 2 E, ID US",1952-07-15,0,,,0,0,,,92,50,79
USC00102942,"EMMETT 2 E, ID US",1952-07-16,0,,,0,0,,,94,49,81
USC00102942,"EMMETT 2 E, ID US",1952-07-17,0,,,0,0,,,89,44,82
USC00102942,"EMMETT 2 E, ID US",1952-07-18,0,,,0,0,,,94,43,73
USC00102942,"EMMETT 2 E, ID US",1952-07-19,0,,,0,0,,,82,52,80
USC00102942,"EMMETT 2 E, ID US",1952-07-20,0,,,0,0,,,90,47,70
USC00102942,"EMMETT 2 E, ID US",1952-07-21,0,,,0,0,,,81,48,61
USC00102942,"EMMETT 2 E, ID US",1952-07-22,0,,,0,0,,,90,42,84
USC00102942,"EMMETT 2 E, ID US",1952-07-23,0,,,0,0,,,94,58,72
USC00102942,"EMMETT 2 E, ID US",1952-07-24,0,,,0,0,,,89,67,84
USC00102942,"EMMETT 2 E, ID US",1952-07-25,0,,,0,0,,,94,56,89
USC00102942,"EMMETT 2 E, ID US",1952-07-26,0,,,0,0,,,96,63,90
USC00102942,"EMMETT 2 E, ID US",1952-07-27,0,,,0,0,,,97,64,78
USC00102942,"EMMETT 2 E, ID US",1952-07-28,0,,,0,0,,,98,60,85
USC00102942,"EMMETT 2 E, ID US",1952-07-29,0,,,0,0,,,94,52,76
USC00102942,"EMMETT 2 E, ID US",1952-07-30,0,,,0,0,,,97,57,85
USC00102942,"EMMETT 2 E, ID US",1952-07-31,0,,,0,0,,,93,65,80
USC00102942,"EMMETT 2 E, ID US",1952-08-01,0,,,0,0,,,94,60,85
USC00102942,"EMMETT 2 E, ID US",1952-08-02,0,,,0,0,,,96,57,79
USC00102942,"EMMETT 2 E, ID US",1952-08-03,0,,,0,0,,,96,55,81
USC00102942,"EMMETT 2 E, ID US",1952-08-04,0,,,0,0,,,95,61,79
USC00102942,"EMMETT 2 E, ID US",1952-08-05,0,,,0,0,,,95,55,90
USC00102942,"EMMETT 2 E, ID US",1952-08-06,0,,,0,0,,,95,55,81
USC00102942,"EMMETT 2 E, ID US",1952-08-07,0,,,0,0,,,90,49,79
USC00102942,"EMMETT 2 E, ID US",1952-08-08,0,,,0,0,,,98,51,92
USC00102942,"EMMETT 2 E, ID US",1952-08-09,0,,,0,0,,,92,49,79
USC00102942,"EMMETT 2 E, ID US",1952-08-10,0,,,0,0,,,93,53,80
USC00102942,"EMMETT 2 E, ID US",1952-08-11,0,,,0,0,,,90,51,69
USC00102942,"EMMETT 2 E, ID US",1952-08-12,0,,,0,0,,,95,51,85
USC00102942,"EMMETT 2 E, ID US",1952-08-13,0,,,0,0,,,97,55,77
USC00102942,"EMMETT 2 E, ID US",1952-08-14,0,,,0,0,,,89,47,85
USC00102942,"EMMETT 2 E, ID US",1952-08-15,0,,,0,0,,,87,52,65
USC00102942,"EMMETT 2 E, ID US",1952-08-16,0,,,0,0,,,87,47,82
USC00102942,"EMMETT 2 E, ID US",1952-08-17,0,,,0,0,,,92,46,72
USC00102942,"EMMETT 2 E, ID US",1952-08-18,0,,,0,0,,,91,49,85
USC00102942,"EMMETT 2 E, ID US",1952-08-19,0,,,0,0,,,85,46,77
USC00102942,"EMMETT 2 E, ID US",1952-08-20,0,,,0,0,,,90,42,82
USC00102942,"EMMETT 2 E, ID US",1952-08-21,0,,,0,0,,,94,45,80
USC00102942,"EMMETT 2 E, ID US",1952-08-22,0,,,0,0,,,93,47,78
USC00102942,"EMMETT 2 E, ID US",1952-08-23,0,,,0,0,,,92,50,80
USC00102942,"EMMETT 2 E, ID US",1952-08-24,0,,,0,0,,,95,50,75
USC00102942,"EMMETT 2 E, ID US",1952-08-25,0,,,0,0,,,80,48,74
USC00102942,"EMMETT 2 E, ID US",1952-08-26,0,,,0,0,,,82,45,66
USC00102942,"EMMETT 2 E, ID US",1952-08-27,0,,,0,0,,,83,40,67
USC00102942,"EMMETT 2 E, ID US",1952-08-28,0,,,0,0,,,88,39,64
USC00102942,"EMMETT 2 E, ID US",1952-08-29,0,,,0,0,,,88,48,79
USC00102942,"EMMETT 2 E, ID US",1952-08-30,0,,,0,0,,,80,45,61
USC00102942,"EMMETT 2 E, ID US",1952-08-31,0,,,0,0,,,82,40,72
USC00102942,"EMMETT 2 E, ID US",1952-09-01,0,,,0,0,,,82,41,72
USC00102942,"EMMETT 2 E, ID US",1952-09-02,0,,,0,0,,,89,42,78
USC00102942,"EMMETT 2 E, ID US",1952-09-03,0,,,0,0,,,92,51,72
USC00102942,"EMMETT 2 E, ID US",1952-09-04,0,,,0,0,,,90,55,75
USC00102942,"EMMETT 2 E, ID US",1952-09-05,0,,,0,0,,,83,50,64
USC00102942,"EMMETT 2 E, ID US",1952-09-06,0,,,0,0,,,75,50,64
USC00102942,"EMMETT 2 E, ID US",1952-09-07,0,,,0,0,,,79,42,56
USC00102942,"EMMETT 2 E, ID US",1952-09-08,0,,,0,0,,,82,42,56
USC00102942,"EMMETT 2 E, ID US",1952-09-09,0,,,0,0,,,,,
USC00102942,"EMMETT 2 E, ID US",1952-09-10,0,,,0,0,,,,,
USC00102942,"EMMETT 2 E, ID US",1952-09-11,0,,,0,0,,,72,,
USC00102942,"EMMETT 2 E, ID US",1952-09-12,0,,,0,0,,,,35,
USC00102942,"EMMETT 2 E, ID US",1952-09-13,0,,,0,0,,,,,47
USC00102942,"EMMETT 2 E, ID US",1952-09-14,0,,,0,0,,,78,35,58
USC00102942,"EMMETT 2 E, ID US",1952-09-15,0,,,0,0,,,85,36,62
USC00102942,"EMMETT 2 E, ID US",1952-09-16,0,,,0,0,,,87,37,65
USC00102942,"EMMETT 2 E, ID US",1952-09-17,0,,,0,0,,,91,44,65
USC00102942,"EMMETT 2 E, ID US",1952-09-18,0,,,0,0,,,92,42,67
USC00102942,"EMMETT 2 E, ID US",1952-09-19,0,,,0,0,,,92,45,72
USC00102942,"EMMETT 2 E, ID US",1952-09-20,0,,,0,0,,,87,45,65
USC00102942,"EMMETT 2 E, ID US",1952-09-21,0,,,0,0,,,87,46,62
USC00102942,"EMMETT 2 E, ID US",1952-09-22,0,,,0,0,,,89,44,64
USC00102942,"EMMETT 2 E, ID US",1952-09-23,0,,,0,0,,,90,42,68
USC00102942,"EMMETT 2 E, ID US",1952-09-24,0,,,0,0,,,90,44,69
USC00102942,"EMMETT 2 E, ID US",1952-09-25,0,,,0,0,,,90,44,65
USC00102942,"EMMETT 2 E, ID US",1952-09-26,0,,,0,0,,,90,44,66
USC00102942,"EMMETT 2 E, ID US",1952-09-27,0,,,0,0,,,81,42,60
USC00102942,"EMMETT 2 E, ID US",1952-09-28,0,,,0,0,,,80,36,63
USC00102942,"EMMETT 2 E, ID US",1952-09-29,0,,,0,0,,,85,38,64
USC00102942,"EMMETT 2 E, ID US",1952-09-30,0,,,0,0,,,82,38,60
USC00102942,"EMMETT 2 E, ID US",1952-10-01,0,,,0,0,,,83,37,64
USC00102942,"EMMETT 2 E, ID US",1952-10-02,0,,,0,0,,,86,40,70
USC00102942,"EMMETT 2 E, ID US",1952-10-03,0,,,0,0,,,84,43,50
USC00102942,"EMMETT 2 E, ID US",1952-10-04,0,,,0,0,,,80,39,59
USC00102942,"EMMETT 2 E, ID US",1952-10-05,0,,,0,0,,,79,36,56
USC00102942,"EMMETT 2 E, ID US",1952-10-06,0,,,0,0,,,80,33,56
USC00102942,"EMMETT 2 E, ID US",1952-10-07,0,,,0,0,,,78,34,53
USC00102942,"EMMETT 2 E, ID US",1952-10-08,0,,,0,0,,,81,37,64
USC00102942,"EMMETT 2 E, ID US",1952-10-09,0,,,0,0,,,80,34,60
USC00102942,"EMMETT 2 E, ID US",1952-10-10,0,,,0,0,,,79,40,59
USC00102942,"EMMETT 2 E, ID US",1952-10-11,0,,,0,0,,,80,37,55
USC00102942,"EMMETT 2 E, ID US",1952-10-12,0,,,0,0,,,77,37,57
USC00102942,"EMMETT 2 E, ID US",1952-10-13,0,,,0,0,,,73,35,51
USC00102942,"EMMETT 2 E, ID US",1952-10-14,0,,,0,0,,,65,31,46
USC00102942,"EMMETT 2 E, ID US",1952-10-15,0,,,0,0,,,67,28,46
USC00102942,"EMMETT 2 E, ID US",1952-10-16,0,,,0,0,,,71,26,48
USC00102942,"EMMETT 2 E, ID US",1952-10-17,0,,,0,0,,,77,29,57
USC00102942,"EMMETT 2 E, ID US",1952-10-18,0,,,0,0,,,75,37,59
USC00102942,"EMMETT 2 E, ID US",1952-10-19,0,,,0,0,,,71,47,52
USC00102942,"EMMETT 2 E, ID US",1952-10-20,0,,,0,0,,,69,37,54
USC00102942,"EMMETT 2 E, ID US",1952-10-21,0,,,0,0,,,70,33,50
USC00102942,"EMMETT 2 E, ID US",1952-10-22,0,,,0,0,,,70,36,52
USC00102942,"EMMETT 2 E, ID US",1952-10-23,0,,,0,0,,,,,
USC00102942,"EMMETT 2 E, ID US",1952-10-24,0,,,0,0,,,,,
USC00102942,"EMMETT 2 E, ID US",1952-10-25,0,,,0,0,,,68,32,50
USC00102942,"EMMETT 2 E, ID US",1952-10-26,0,,,0,0,,,69,30,40
USC00102942,"EMMETT 2 E, ID US",1952-10-27,0,,,0,0,,,69,30,53
USC00102942,"EMMETT 2 E, ID US",1952-10-28,0,,,0,0,,,68,29,46
USC00102942,"EMMETT 2 E, ID US",1952-10-29,0,,,0,0,,,61,31,52
USC00102942,"EMMETT 2 E, ID US",1952-10-30,0,,,0,0,,,62,32,48
USC00102942,"EMMETT 2 E, ID US",1952-10-31,0,,,0,0,,,56,32,45
USC00102942,"EMMETT 2 E, ID US",1952-11-01,0,,,0,0,,,54,25,46
USC00102942,"EMMETT 2 E, ID US",1952-11-02,0,,,0,0,,,55,19,37
USC00102942,"EMMETT 2 E, ID US",1952-11-03,0,,,0,0,,,55,20,37
USC00102942,"EMMETT 2 E, ID US",1952-11-04,0,,,0,0,,,56,18,48
USC00102942,"EMMETT 2 E, ID US",1952-11-05,0,,,0,0,,,55,22,41
USC00102942,"EMMETT 2 E, ID US",1952-11-06,0,,,0,0,,,55,25,48
USC00102942,"EMMETT 2 E, ID US",1952-11-07,0,,,0,0,,,55,20,38
USC00102942,"EMMETT 2 E, ID US",1952-11-08,0,,,0,0,,,59,18,37
USC00102942,"EMMETT 2 E, ID US",1952-11-09,0,,,0,0,,,51,17,34
USC00102942,"EMMETT 2 E, ID US",1952-11-10,0,,,0,0,,,57,19,38
USC00102942,"EMMETT 2 E, ID US",1952-11-11,0,,,0,0,,,51,33,47
USC00102942,"EMMETT 2 E, ID US",1952-11-12,0,,,0,0,,,53,36,50
USC00102942,"EMMETT 2 E, ID US",1952-11-13,0.32,,,0,0,,,52,37,43
USC00102942,"EMMETT 2 E, ID US",1952-11-14,0.71,,,0,0,,,52,38,40
USC00102942,"EMMETT 2 E, ID US",1952-11-15,0,,,0,0,,,42,26,36
USC00102942,"EMMETT 2 E, ID US",1952-11-16,0,,,0,0,,,50,22,39
USC00102942,"EMMETT 2 E, ID US",1952-11-17,0,,,0,0,,,45,23,38
USC00102942,"EMMETT 2 E, ID US",1952-11-18,0,,,0,0,,,50,26,41
USC00102942,"EMMETT 2 E, ID US",1952-11-19,0,,,0,0,,,50,28,40
USC00102942,"EMMETT 2 E, ID US",1952-11-20,0,,,0,0,,,42,26,34
USC00102942,"EMMETT 2 E, ID US",1952-11-21,0,,,0,0,,,43,25,32
USC00102942,"EMMETT 2 E, ID US",1952-11-22,0,,,0,0,,,39,15,30
USC00102942,"EMMETT 2 E, ID US",1952-11-23,0,,,0,0,,,38,14,24
USC00102942,"EMMETT 2 E, ID US",1952-11-24,0,,,0,0,,,39,16,26
USC00102942,"EMMETT 2 E, ID US",1952-11-25,0,,,0,0,,,36,14,26
USC00102942,"EMMETT 2 E, ID US",1952-11-26,0,,,0,0,,,32,11,24
USC00102942,"EMMETT 2 E, ID US",1952-11-27,0,,,0,0,,,33,17,23
USC00102942,"EMMETT 2 E, ID US",1952-11-28,0,,,0,0,,,32,8,22
USC00102942,"EMMETT 2 E, ID US",1952-11-29,0,,,0,0,,,33,11,23
USC00102942,"EMMETT 2 E, ID US",1952-11-30,0,,,0,0,,,34,10,26
USC00102942,"EMMETT 2 E, ID US",1952-12-01,0,,,0,0,,,44,21,44
USC00102942,"EMMETT 2 E, ID US",1952-12-02,0.2,,,0,0,,,45,33,36
USC00102942,"EMMETT 2 E, ID US",1952-12-03,0,,,0,0,,,44,30,36
USC00102942,"EMMETT 2 E, ID US",1952-12-04,0,,,0,0,,,48,33,42
USC00102942,"EMMETT 2 E, ID US",1952-12-05,0,,,0,0,,,49,37,41
USC00102942,"EMMETT 2 E, ID US",1952-12-06,0,,,0,0,,,44,35,40
USC00102942,"EMMETT 2 E, ID US",1952-12-07,0.44,,,0,0,,,51,37,44
USC00102942,"EMMETT 2 E, ID US",1952-12-08,0,,,0,0,,,45,35,38
USC00102942,"EMMETT 2 E, ID US",1952-12-09,0,,,0,0,,,43,27,40
USC00102942,"EMMETT 2 E, ID US",1952-12-10,0.45,,,0,0,,,48,38,40
USC00102942,"EMMETT 2 E, ID US",1952-12-11,0.13,,,0,0,,,41,33,40
USC00102942,"EMMETT 2 E, ID US",1952-12-12,0.08,,,0,0,,,40,30,39
USC00102942,"EMMETT 2 E, ID US",1952-12-13,0,,,0,0,,,39,32,37
USC00102942,"EMMETT 2 E, ID US",1952-12-14,0,,,0,0,,,37,31,35
USC00102942,"EMMETT 2 E, ID US",1952-12-15,0,,,0,0,,,40,25,35
USC00102942,"EMMETT 2 E, ID US",1952-12-16,0,,,0,0,,,35,27,32
USC00102942,"EMMETT 2 E, ID US",1952-12-17,0,,,0,0,,,35,25,33
USC00102942,"EMMETT 2 E, ID US",1952-12-18,0,,,0,0,,,37,31,35
USC00102942,"EMMETT 2 E, ID US",1952-12-19,0,,,0,0,,,39,33,38
USC00102942,"EMMETT 2 E, ID US",1952-12-20,,,,0,0,,,41,34,39
USC00102942,"EMMETT 2 E, ID US",1952-12-21,,,,0,0,,,40,26,33
USC00102942,"EMMETT 2 E, ID US",1952-12-22,,,,0,0,,,39,29,32
USC00102942,"EMMETT 2 E, ID US",1952-12-23,0,,,0,0,,,32,16,27
USC00102942,"EMMETT 2 E, ID US",1952-12-24,0,,,0,0,,,29,17,25
USC00102942,"EMMETT 2 E, ID US",1952-12-25,0,,,0,0,,,28,12,26
USC00102942,"EMMETT 2 E, ID US",1952-12-26,0,,,0,0,,,37,21,35
USC00102942,"EMMETT 2 E, ID US",1952-12-27,0,,,0,0,,,37,30,35
USC00102942,"EMMETT 2 E, ID US",1952-12-28,0,,,0,0,,,37,29,34
USC00102942,"EMMETT 2 E, ID US",1952-12-29,0.28,,,0,0,,,41,26,33
USC00102942,"EMMETT 2 E, ID US",1952-12-30,0.25,,,0,0,,,44,31,38
USC00102942,"EMMETT 2 E, ID US",1952-12-31,0,,,0,0,,,38,29,35
USC00102942,"EMMETT 2 E, ID US",1953-01-01,0,,,0,0,,,36,32,32
USC00102942,"EMMETT 2 E, ID US",1953-01-02,0,,,0,0,,,38,31,33
USC00102942,"EMMETT 2 E, ID US",1953-01-03,0,,,0,0,,,35,32,35
USC00102942,"EMMETT 2 E, ID US",1953-01-04,0,,,0,0,,,35,30,31
USC00102942,"EMMETT 2 E, ID US",1953-01-05,0,,,0,0,,,31,30,30
USC00102942,"EMMETT 2 E, ID US",1953-01-06,0.09,,,2,,,,33,28,32
USC00102942,"EMMETT 2 E, ID US",1953-01-07,0.84,,,0,0,,,51,32,48
USC00102942,"EMMETT 2 E, ID US",1953-01-08,0.29,,,0,0,,,56,40,54
USC00102942,"EMMETT 2 E, ID US",1953-01-09,0,,,0,0,,,54,53,53
USC00102942,"EMMETT 2 E, ID US",1953-01-10,0,,,0,0,,,63,33,54
USC00102942,"EMMETT 2 E, ID US",1953-01-11,0,,,0,0,,,54,35,43
USC00102942,"EMMETT 2 E, ID US",1953-01-12,0,,,0,0,,,62,42,55
USC00102942,"EMMETT 2 E, ID US",1953-01-13,0.2,,,0,0,,,55,43,47
USC00102942,"EMMETT 2 E, ID US",1953-01-14,0.43,,,0,0,,,47,38,45
USC00102942,"EMMETT 2 E, ID US",1953-01-15,0,,,0,0,,,45,27,42
USC00102942,"EMMETT 2 E, ID US",1953-01-16,,,,0,0,,,,36,
USC00102942,"EMMETT 2 E, ID US",1953-01-17,,,,0,0,,,49,,48
USC00102942,"EMMETT 2 E, ID US",1953-01-18,1.29,,,0,0,,,51,42,48
USC00102942,"EMMETT 2 E, ID US",1953-01-19,0,,,0,0,,,,40,
USC00102942,"EMMETT 2 E, ID US",1953-01-20,0.26,,,0,0,,,58,,47
USC00102942,"EMMETT 2 E, ID US",1953-01-21,0,,,0,0,,,47,34,39
USC00102942,"EMMETT 2 E, ID US",1953-01-22,0,,,0,0,,,45,31,41
USC00102942,"EMMETT 2 E, ID US",1953-01-23,0,,,0,0,,,55,35,48
USC00102942,"EMMETT 2 E, ID US",1953-01-24,0,,,0,0,,,48,35,43
USC00102942,"EMMETT 2 E, ID US",1953-01-25,0,,,0,0,,,62,36,46
USC00102942,"EMMETT 2 E, ID US",1953-01-26,0,,,0,0,,,48,31,39
USC00102942,"EMMETT 2 E, ID US",1953-01-27,0,,,0,0,,,40,25,37
USC00102942,"EMMETT 2 E, ID US",1953-01-28,0,,,0,0,,,45,34,42
USC00102942,"EMMETT 2 E, ID US",1953-01-29,0,,,0,0,,,55,35,48
USC00102942,"EMMETT 2 E, ID US",1953-01-30,0,,,0,0,,,55,35,49
USC00102942,"EMMETT 2 E, ID US",1953-01-31,0,,,0,0,,,59,39,47
USC00102942,"EMMETT 2 E, ID US",1953-02-01,0,,,0,0,,,60,36,45
USC00102942,"EMMETT 2 E, ID US",1953-02-02,0.31,,,0,0,,,49,36,44
USC00102942,"EMMETT 2 E, ID US",1953-02-03,0.28,,,0,0,,,62,41,48
USC00102942,"EMMETT 2 E, ID US",1953-02-04,0.05,,,0,0,,,48,37,40
USC00102942,"EMMETT 2 E, ID US",1953-02-05,0,,,0,0,,,42,32,41
USC00102942,"EMMETT 2 E, ID US",1953-02-06,0.3,,,0,0,,,52,33,48
USC00102942,"EMMETT 2 E, ID US",1953-02-07,0,,,0,0,,,57,35,53
USC00102942,"EMMETT 2 E, ID US",1953-02-08,1.1,,,0,0,,,53,37,42
USC00102942,"EMMETT 2 E, ID US",1953-02-09,0,,,0,0,,,47,31,43
USC00102942,"EMMETT 2 E, ID US",1953-02-10,0,,,0,0,,,45,24,39
USC00102942,"EMMETT 2 E, ID US",1953-02-11,0,,,0,0,,,43,27,39
USC00102942,"EMMETT 2 E, ID US",1953-02-12,0,,,0,0,,,46,24,42
USC00102942,"EMMETT 2 E, ID US",1953-02-13,0,,,0,0,,,49,31,45
USC00102942,"EMMETT 2 E, ID US",1953-02-14,0,,,0,0,,,56,31,52
USC00102942,"EMMETT 2 E, ID US",1953-02-15,0,,,0,0,,,53,26,36
USC00102942,"EMMETT 2 E, ID US",1953-02-16,0,,,0,0,,,54,24,52
USC00102942,"EMMETT 2 E, ID US",1953-02-17,0.16,,,0,0,,,52,39,39
USC00102942,"EMMETT 2 E, ID US",1953-02-18,0.05,,,0,0,,,43,29,37
USC00102942,"EMMETT 2 E, ID US",1953-02-19,0,,,0,0,,,38,23,35
USC00102942,"EMMETT 2 E, ID US",1953-02-20,0,,,0,0,,,36,15,35
USC00102942,"EMMETT 2 E, ID US",1953-02-21,0,,,0,0,,,42,19,38
USC00102942,"EMMETT 2 E, ID US",1953-02-22,0,,,0,0,,,44,24,32
USC00102942,"EMMETT 2 E, ID US",1953-02-23,0,,,0,0,,,50,24,45
USC00102942,"EMMETT 2 E, ID US",1953-02-24,0,,,0,0,,,45,20,33
USC00102942,"EMMETT 2 E, ID US",1953-02-25,0,,,0,0,,,50,20,44
USC00102942,"EMMETT 2 E, ID US",1953-02-26,0,,,0,0,,,58,25,54
USC00102942,"EMMETT 2 E, ID US",1953-02-27,0,,,0,0,,,60,29,51
USC00102942,"EMMETT 2 E, ID US",1953-02-28,0,,,0,0,,,52,31,38
USC00102942,"EMMETT 2 E, ID US",1953-03-01,0,,,0,0,,,42,32,32
USC00102942,"EMMETT 2 E, ID US",1953-03-02,0,,,0,0,,,40,21,37
USC00102942,"EMMETT 2 E, ID US",1953-03-03,0,,,0,0,,,49,22,45
USC00102942,"EMMETT 2 E, ID US",1953-03-04,0,,,0,0,,,50,28,48
USC00102942,"EMMETT 2 E, ID US",1953-03-05,0,,,0,0,,,56,29,53
USC00102942,"EMMETT 2 E, ID US",1953-03-06,0,,,0,0,,,58,26,54
USC00102942,"EMMETT 2 E, ID US",1953-03-07,0,,,0,0,,,63,28,58
USC00102942,"EMMETT 2 E, ID US",1953-03-08,0,,,0,0,,,63,29,51
USC00102942,"EMMETT 2 E, ID US",1953-03-09,0,,,0,0,,,67,31,64
USC00102942,"EMMETT 2 E, ID US",1953-03-10,0,,,0,0,,,65,37,55
USC00102942,"EMMETT 2 E, ID US",1953-03-11,0,,,0,0,,,55,36,50
USC00102942,"EMMETT 2 E, ID US",1953-03-12,0,,,0,0,,,55,37,37
USC00102942,"EMMETT 2 E, ID US",1953-03-13,0.28,,,0,0,,,52,32,45
USC00102942,"EMMETT 2 E, ID US",1953-03-14,0,,,0,0,,,50,23,45
USC00102942,"EMMETT 2 E, ID US",1953-03-15,0,,,0,0,,,57,33,52
USC00102942,"EMMETT 2 E, ID US",1953-03-16,0,,,0,0,,,61,34,59
USC00102942,"EMMETT 2 E, ID US",1953-03-17,0,,,0,0,,,59,37,48
USC00102942,"EMMETT 2 E, ID US",1953-03-18,0,,,0,0,,,54,32,42
USC00102942,"EMMETT 2 E, ID US",1953-03-19,0,,,0,0,,,53,42,52
USC00102942,"EMMETT 2 E, ID US",1953-03-20,0.19,,,0,0,,,53,35,43
USC00102942,"EMMETT 2 E, ID US",1953-03-21,0.21,,,0,0,,,52,32,47
USC00102942,"EMMETT 2 E, ID US",1953-03-22,0,,,0,0,,,52,34,39
USC00102942,"EMMETT 2 E, ID US",1953-03-23,0,,,0,0,,,63,32,59
USC00102942,"EMMETT 2 E, ID US",1953-03-24,0,,,0,0,,,74,32,69
USC00102942,"EMMETT 2 E, ID US",1953-03-25,0,,,0,0,,,70,34,53
USC00102942,"EMMETT 2 E, ID US",1953-03-26,0,,,0,0,,,62,26,59
USC00102942,"EMMETT 2 E, ID US",1953-03-27,0,,,0,0,,,73,35,69
USC00102942,"EMMETT 2 E, ID US",1953-03-28,0,,,0,0,,,70,42,59
USC00102942,"EMMETT 2 E, ID US",1953-03-29,0,,,0,0,,,63,32,52
USC00102942,"EMMETT 2 E, ID US",1953-03-30,0,,,0,0,,,60,25,58
USC00102942,"EMMETT 2 E, ID US",1953-03-31,0.05,,,0,0,,,58,30,48
USC00102942,"EMMETT 2 E, ID US",1953-04-01,0,,,0,0,,,52,25,49
USC00102942,"EMMETT 2 E, ID US",1953-04-02,0,,,0,0,,,58,23,54
USC00102942,"EMMETT 2 E, ID US",1953-04-03,0,,,0,0,,,62,27,40
USC00102942,"EMMETT 2 E, ID US",1953-04-04,0,,,0,0,,,64,28,61
